variable_name	field_id	visit_id	repetition_id	Field ID	Description	Category	Unnamed: 3	field_type	nice_description
10723-0.2	10723	0	2	10723	Vitamin supplements (pilot)	Medication		categorical_multiple	Vitamin_supplements_(pilot)
10723-0.3	10723	0	3	10723	Vitamin supplements (pilot)	Medication		categorical_multiple	Vitamin_supplements_(pilot)
10723-0.4	10723	0	4	10723	Vitamin supplements (pilot)	Medication		categorical_multiple	Vitamin_supplements_(pilot)
10723-0.5	10723	0	5	10723	Vitamin supplements (pilot)	Medication		categorical_multiple	Vitamin_supplements_(pilot)
10740-0.0	10740	0	0	10740	Frequency of friend/family visits (pilot)	Social support		categorical_single	Frequency_of_friend/family_visits_(pilot)
10749-0.0	10749	0	0	10749	Time using mobile phone in last 3 months (pilot)	Electronic device use		categorical_single	Time_using_mobile_phone_in_last_3_months_(pilot)
10767-0.0	10767	0	0	10767	Spread type (pilot)	Diet		categorical_single	Spread_type_(pilot)
10776-0.0	10776	0	0	10776	Bread type/intake (pilot)	Diet		categorical_single	Bread_type/intake_(pilot)
10793-0.0	10793	0	0	10793	Hearing difficulty/problems (pilot)	Hearing		categorical_single	Hearing_difficulty/problems_(pilot)
1080-0.0	1080	0	0	1080	Time spent using computer	Physical activity		integer	Time_spent_using_computer
1080-1.0	1080	1	0	1080	Time spent using computer	Physical activity		integer	Time_spent_using_computer
1080-2.0	1080	2	0	1080	Time spent using computer	Physical activity		integer	Time_spent_using_computer
1080-3.0	1080	3	0	1080	Time spent using computer	Physical activity		integer	Time_spent_using_computer
10818-0.0	10818	0	0	10818	Reason for reducing amount of alcohol drunk (pilot)	Alcohol		categorical_single	Reason_for_reducing_amount_of_alcohol_drunk_(pilot)
10827-0.0	10827	0	0	10827	Ever stopped smoking for 6+ months (pilot)	Smoking		categorical_single	Ever_stopped_smoking_for_6+_months_(pilot)
10844-0.0	10844	0	0	10844	Gestational diabetes only (pilot)	Medical conditions		categorical_single	Gestational_diabetes_only_(pilot)
10853-0.0	10853	0	0	10853	Reason former drinker stopped drinking alcohol (pilot)	Alcohol		categorical_single	Reason_former_drinker_stopped_drinking_alcohol_(pilot)
10854-0.0	10854	0	0	10854	Other dietary supplements (pilot)	Medication		categorical_multiple	Other_dietary_supplements_(pilot)
10854-0.1	10854	0	1	10854	Other dietary supplements (pilot)	Medication		categorical_multiple	Other_dietary_supplements_(pilot)
10854-0.2	10854	0	2	10854	Other dietary supplements (pilot)	Medication		categorical_multiple	Other_dietary_supplements_(pilot)
10854-0.3	10854	0	3	10854	Other dietary supplements (pilot)	Medication		categorical_multiple	Other_dietary_supplements_(pilot)
10854-0.4	10854	0	4	10854	Other dietary supplements (pilot)	Medication		categorical_multiple	Other_dietary_supplements_(pilot)
10854-0.5	10854	0	5	10854	Other dietary supplements (pilot)	Medication		categorical_multiple	Other_dietary_supplements_(pilot)
10855-0.0	10855	0	0	10855	Never eat eggs, dairy, wheat, sugar (pilot)	Diet		categorical_multiple	Never_eat_eggs,_dairy,_wheat,_sugar_(pilot)
10855-0.1	10855	0	1	10855	Never eat eggs, dairy, wheat, sugar (pilot)	Diet		categorical_multiple	Never_eat_eggs,_dairy,_wheat,_sugar_(pilot)
10855-0.2	10855	0	2	10855	Never eat eggs, dairy, wheat, sugar (pilot)	Diet		categorical_multiple	Never_eat_eggs,_dairy,_wheat,_sugar_(pilot)
10855-0.3	10855	0	3	10855	Never eat eggs, dairy, wheat, sugar (pilot)	Diet		categorical_multiple	Never_eat_eggs,_dairy,_wheat,_sugar_(pilot)
10860-0.0	10860	0	0	10860	Gas or solid-fuel cooking/heating (pilot)	Household		categorical_multiple	Gas_or_solid-fuel_cooking/heating_(pilot)
10860-0.1	10860	0	1	10860	Gas or solid-fuel cooking/heating (pilot)	Household		categorical_multiple	Gas_or_solid-fuel_cooking/heating_(pilot)
10860-0.2	10860	0	2	10860	Gas or solid-fuel cooking/heating (pilot)	Household		categorical_multiple	Gas_or_solid-fuel_cooking/heating_(pilot)
10877-0.0	10877	0	0	10877	Average total household income before tax (pilot)	Household		categorical_single	Average_total_household_income_before_tax_(pilot)
10886-0.0	10886	0	0	10886	Difference in mobile phone use compared to one year previously (pilot)	Electronic device use		categorical_single	Difference_in_mobile_phone_use_compared_to_one_year_previously_(pilot)
10895-0.0	10895	0	0	10895	Light smokers, at least 100 smokes in lifetime (pilot)	Smoking		categorical_single	Light_smokers,_at_least_100_smokes_in_lifetime_(pilot)
1090-0.0	1090	0	0	1090	Time spent driving	Physical activity		integer	Time_spent_driving
1090-1.0	1090	1	0	1090	Time spent driving	Physical activity		integer	Time_spent_driving
1090-2.0	1090	2	0	1090	Time spent driving	Physical activity		integer	Time_spent_driving
1090-3.0	1090	3	0	1090	Time spent driving	Physical activity		integer	Time_spent_driving
10912-0.0	10912	0	0	10912	Variation in diet (pilot)	Diet		categorical_single	Variation_in_diet_(pilot)
10953-0.0	10953	0	0	10953	Duration of walks (pilot)	Physical activity		categorical_single	Duration_of_walks_(pilot)
10962-0.0	10962	0	0	10962	Duration of moderate physical activity (pilot)	Physical activity		categorical_single	Duration_of_moderate_physical_activity_(pilot)
10971-0.0	10971	0	0	10971	Duration of vigorous physical activity (pilot)	Physical activity		categorical_single	Duration_of_vigorous_physical_activity_(pilot)
1100-0.0	1100	0	0	1100	Drive faster than motorway speed limit	Physical activity		categorical_single	Drive_faster_than_motorway_speed_limit
1100-1.0	1100	1	0	1100	Drive faster than motorway speed limit	Physical activity		categorical_single	Drive_faster_than_motorway_speed_limit
1100-2.0	1100	2	0	1100	Drive faster than motorway speed limit	Physical activity		categorical_single	Drive_faster_than_motorway_speed_limit
1100-3.0	1100	3	0	1100	Drive faster than motorway speed limit	Physical activity		categorical_single	Drive_faster_than_motorway_speed_limit
110005-0.0	110005	0	0	110005	Invitation to physical activity study, acceptance	Physical activity measurement		categorical_single	Invitation_to_physical_activity_study,_acceptance
110006-0.0	110006	0	0	110006	Invitation to physical activity study, date sent	Physical activity measurement		date	Invitation_to_physical_activity_study,_date_sent
1110-0.0	1110	0	0	1110	Length of mobile phone use	Electronic device use		categorical_single	Length_of_mobile_phone_use
1110-1.0	1110	1	0	1110	Length of mobile phone use	Electronic device use		categorical_single	Length_of_mobile_phone_use
1110-2.0	1110	2	0	1110	Length of mobile phone use	Electronic device use		categorical_single	Length_of_mobile_phone_use
1110-3.0	1110	3	0	1110	Length of mobile phone use	Electronic device use		categorical_single	Length_of_mobile_phone_use
1120-0.0	1120	0	0	1120	Weekly usage of mobile phone in last 3 months	Electronic device use		categorical_single	Weekly_usage_of_mobile_phone_in_last_3_months
1120-1.0	1120	1	0	1120	Weekly usage of mobile phone in last 3 months	Electronic device use		categorical_single	Weekly_usage_of_mobile_phone_in_last_3_months
1120-2.0	1120	2	0	1120	Weekly usage of mobile phone in last 3 months	Electronic device use		categorical_single	Weekly_usage_of_mobile_phone_in_last_3_months
1120-3.0	1120	3	0	1120	Weekly usage of mobile phone in last 3 months	Electronic device use		categorical_single	Weekly_usage_of_mobile_phone_in_last_3_months
1130-0.0	1130	0	0	1130	Hands-free device/speakerphone use with mobile phone in last 3 month	Electronic device use		categorical_single	Hands-free_device/speakerphone_use_with_mobile_phone_in_last_3_month
1130-1.0	1130	1	0	1130	Hands-free device/speakerphone use with mobile phone in last 3 month	Electronic device use		categorical_single	Hands-free_device/speakerphone_use_with_mobile_phone_in_last_3_month
1130-2.0	1130	2	0	1130	Hands-free device/speakerphone use with mobile phone in last 3 month	Electronic device use		categorical_single	Hands-free_device/speakerphone_use_with_mobile_phone_in_last_3_month
1130-3.0	1130	3	0	1130	Hands-free device/speakerphone use with mobile phone in last 3 month	Electronic device use		categorical_single	Hands-free_device/speakerphone_use_with_mobile_phone_in_last_3_month
1140-0.0	1140	0	0	1140	Difference in mobile phone use compared to two years previously	Electronic device use		categorical_single	Difference_in_mobile_phone_use_compared_to_two_years_previously
1140-1.0	1140	1	0	1140	Difference in mobile phone use compared to two years previously	Electronic device use		categorical_single	Difference_in_mobile_phone_use_compared_to_two_years_previously
1140-2.0	1140	2	0	1140	Difference in mobile phone use compared to two years previously	Electronic device use		categorical_single	Difference_in_mobile_phone_use_compared_to_two_years_previously
1140-3.0	1140	3	0	1140	Difference in mobile phone use compared to two years previously	Electronic device use		categorical_single	Difference_in_mobile_phone_use_compared_to_two_years_previously
1150-0.0	1150	0	0	1150	Usual side of head for mobile phone use	Electronic device use		categorical_single	Usual_side_of_head_for_mobile_phone_use
1150-1.0	1150	1	0	1150	Usual side of head for mobile phone use	Electronic device use		categorical_single	Usual_side_of_head_for_mobile_phone_use
1150-2.0	1150	2	0	1150	Usual side of head for mobile phone use	Electronic device use		categorical_single	Usual_side_of_head_for_mobile_phone_use
1150-3.0	1150	3	0	1150	Usual side of head for mobile phone use	Electronic device use		categorical_single	Usual_side_of_head_for_mobile_phone_use
1160-0.0	1160	0	0	1160	Sleep duration	Sleep		integer	Sleep_duration
1160-1.0	1160	1	0	1160	Sleep duration	Sleep		integer	Sleep_duration
1160-2.0	1160	2	0	1160	Sleep duration	Sleep		integer	Sleep_duration
1160-3.0	1160	3	0	1160	Sleep duration	Sleep		integer	Sleep_duration
1170-0.0	1170	0	0	1170	Getting up in morning	Sleep		categorical_single	Getting_up_in_morning
1170-1.0	1170	1	0	1170	Getting up in morning	Sleep		categorical_single	Getting_up_in_morning
1170-2.0	1170	2	0	1170	Getting up in morning	Sleep		categorical_single	Getting_up_in_morning
1170-3.0	1170	3	0	1170	Getting up in morning	Sleep		categorical_single	Getting_up_in_morning
1180-0.0	1180	0	0	1180	Morning/evening person (chronotype)	Sleep		categorical_single	Morning/evening_person_(chronotype)
1180-1.0	1180	1	0	1180	Morning/evening person (chronotype)	Sleep		categorical_single	Morning/evening_person_(chronotype)
1180-2.0	1180	2	0	1180	Morning/evening person (chronotype)	Sleep		categorical_single	Morning/evening_person_(chronotype)
1180-3.0	1180	3	0	1180	Morning/evening person (chronotype)	Sleep		categorical_single	Morning/evening_person_(chronotype)
1190-0.0	1190	0	0	1190	Nap during day	Sleep		categorical_single	Nap_during_day
1190-1.0	1190	1	0	1190	Nap during day	Sleep		categorical_single	Nap_during_day
1190-2.0	1190	2	0	1190	Nap during day	Sleep		categorical_single	Nap_during_day
1190-3.0	1190	3	0	1190	Nap during day	Sleep		categorical_single	Nap_during_day
120-0.0	120	0	0	120	Birth weight known	Early life factors		categorical_single	Birth_weight_known
120-1.0	120	1	0	120	Birth weight known	Early life factors		categorical_single	Birth_weight_known
120-2.0	120	2	0	120	Birth weight known	Early life factors		categorical_single	Birth_weight_known
1200-0.0	1200	0	0	1200	Sleeplessness / insomnia	Sleep		categorical_single	Sleeplessness_/_insomnia
1200-1.0	1200	1	0	1200	Sleeplessness / insomnia	Sleep		categorical_single	Sleeplessness_/_insomnia
1200-2.0	1200	2	0	1200	Sleeplessness / insomnia	Sleep		categorical_single	Sleeplessness_/_insomnia
1200-3.0	1200	3	0	1200	Sleeplessness / insomnia	Sleep		categorical_single	Sleeplessness_/_insomnia
1210-0.0	1210	0	0	1210	Snoring	Sleep		categorical_single	Snoring
1210-1.0	1210	1	0	1210	Snoring	Sleep		categorical_single	Snoring
1210-2.0	1210	2	0	1210	Snoring	Sleep		categorical_single	Snoring
1210-3.0	1210	3	0	1210	Snoring	Sleep		categorical_single	Snoring
12139-2.0	12139	2	0	12139	Believed safe to perform brain MRI scan	Brain MRI		categorical_single	Believed_safe_to_perform_brain_MRI_scan
12139-3.0	12139	3	0	12139	Believed safe to perform brain MRI scan	Brain MRI		categorical_single	Believed_safe_to_perform_brain_MRI_scan
12143-2.0	12143	2	0	12143	Weight (pre-imaging)	Body size measures		integer	Weight_(pre-imaging)
12143-3.0	12143	3	0	12143	Weight (pre-imaging)	Body size measures		integer	Weight_(pre-imaging)
12144-2.0	12144	2	0	12144	Height	Body size measures		integer	Height
12144-3.0	12144	3	0	12144	Height	Body size measures		integer	Height
12187-2.0	12187	2	0	12187	Brain MRI measuring method	Brain MRI		categorical_single	Brain_MRI_measuring_method
12187-3.0	12187	3	0	12187	Brain MRI measuring method	Brain MRI		categorical_single	Brain_MRI_measuring_method
12188-2.0	12188	2	0	12188	Operator indicated brain MRI measurement completed	Brain MRI		categorical_single	Operator_indicated_brain_MRI_measurement_completed
12188-3.0	12188	3	0	12188	Operator indicated brain MRI measurement completed	Brain MRI		categorical_single	Operator_indicated_brain_MRI_measurement_completed
1220-0.0	1220	0	0	1220	Daytime dozing / sleeping (narcolepsy)	Sleep		categorical_single	Daytime_dozing_/_sleeping_(narcolepsy)
1220-1.0	1220	1	0	1220	Daytime dozing / sleeping (narcolepsy)	Sleep		categorical_single	Daytime_dozing_/_sleeping_(narcolepsy)
1220-2.0	1220	2	0	1220	Daytime dozing / sleeping (narcolepsy)	Sleep		categorical_single	Daytime_dozing_/_sleeping_(narcolepsy)
1220-3.0	1220	3	0	1220	Daytime dozing / sleeping (narcolepsy)	Sleep		categorical_single	Daytime_dozing_/_sleeping_(narcolepsy)
12291-2.0	12291	2	0	12291	Carotid ultrasound measuring method	Carotid ultrasound		categorical_single	Carotid_ultrasound_measuring_method
12291-3.0	12291	3	0	12291	Carotid ultrasound measuring method	Carotid ultrasound		categorical_single	Carotid_ultrasound_measuring_method
12292-2.0	12292	2	0	12292	Carotid ultrasound measurement completed	Carotid ultrasound		categorical_single	Carotid_ultrasound_measurement_completed
12292-3.0	12292	3	0	12292	Carotid ultrasound measurement completed	Carotid ultrasound		categorical_single	Carotid_ultrasound_measurement_completed
12323-2.0	12323	2	0	12323	12-lead ECG measuring method	ECG at rest, 12-lead		categorical_single	12-lead_ECG_measuring_method
12323-3.0	12323	3	0	12323	12-lead ECG measuring method	ECG at rest, 12-lead		categorical_single	12-lead_ECG_measuring_method
12336-2.0	12336	2	0	12336	Ventricular rate	ECG at rest, 12-lead		integer	Ventricular_rate
12336-3.0	12336	3	0	12336	Ventricular rate	ECG at rest, 12-lead		integer	Ventricular_rate
12338-2.0	12338	2	0	12338	P duration	ECG at rest, 12-lead		integer	P_duration
12338-3.0	12338	3	0	12338	P duration	ECG at rest, 12-lead		integer	P_duration
12340-2.0	12340	2	0	12340	QRS duration	ECG at rest, 12-lead		integer	QRS_duration
12340-3.0	12340	3	0	12340	QRS duration	ECG at rest, 12-lead		integer	QRS_duration
1239-0.0	1239	0	0	1239	Current tobacco smoking	Smoking		categorical_single	Current_tobacco_smoking
1239-1.0	1239	1	0	1239	Current tobacco smoking	Smoking		categorical_single	Current_tobacco_smoking
1239-2.0	1239	2	0	1239	Current tobacco smoking	Smoking		categorical_single	Current_tobacco_smoking
1239-3.0	1239	3	0	1239	Current tobacco smoking	Smoking		categorical_single	Current_tobacco_smoking
1249-0.0	1249	0	0	1249	Past tobacco smoking	Smoking		categorical_single	Past_tobacco_smoking
1249-1.0	1249	1	0	1249	Past tobacco smoking	Smoking		categorical_single	Past_tobacco_smoking
1249-2.0	1249	2	0	1249	Past tobacco smoking	Smoking		categorical_single	Past_tobacco_smoking
1249-3.0	1249	3	0	1249	Past tobacco smoking	Smoking		categorical_single	Past_tobacco_smoking
1259-0.0	1259	0	0	1259	Smoking/smokers in household	Smoking		categorical_single	Smoking/smokers_in_household
